ground_truth_id,true_name,country,rating,review_date,posting_hour,review_length,avg_word_length,exclamation_count,day_of_week
R00584,Michael Williams,ES,1,2021-05-16,6,20,4.64,0,Sunday
R00584,Michael Williams,ES,5,2022-09-10,7,25,4.33,0,Saturday
R00584,Michael Williams,ES,3,2021-01-22,8,20,3.78,1,Friday
R00585,Ronald Miller,US,4,2021-09-11,18,301,4.92,1,Saturday
R00585,Ronald Miller,US,2,2024-05-17,17,314,4.92,2,Friday
R00585,Ronald Miller,US,1,2022-02-25,12,274,5.39,1,Friday
R00585,Ronald Miller,US,1,2024-04-18,15,226,5.02,3,Thursday
R00585,Ronald Miller,US,2,2022-02-14,14,161,5.39,1,Monday
R00585,Ronald Miller,US,1,2022-01-14,18,544,5.17,0,Friday
R00585,Ronald Miller,US,5,2022-12-21,12,296,4.91,0,Wednesday
R00585,Ronald Miller,US,4,2021-03-01,15,257,4.94,1,Monday
R00585,Ronald Miller,US,3,2021-07-05,15,388,4.83,0,Monday
R00585,Ronald Miller,US,2,2021-10-26,18,344,5.32,2,Tuesday
R00585,Ronald Miller,US,5,2022-07-23,15,232,5.0,1,Saturday
R00585,Ronald Miller,US,3,2024-04-02,14,220,5.1,1,Tuesday
R00585,Ronald Miller,US,3,2022-12-14,16,276,4.85,0,Wednesday
R00585,Ronald Miller,US,4,2022-12-23,15,257,4.98,0,Friday
R00586,William Allen,GB,5,2024-06-09,12,66,5.77,1,Sunday
R00586,William Allen,GB,5,2022-05-11,17,106,4.78,1,Wednesday
R00586,William Allen,GB,5,2023-11-01,13,129,5.22,5,Wednesday
R00586,William Allen,GB,5,2024-03-13,19,44,4.53,3,Wednesday
R00586,William Allen,GB,5,2021-05-20,15,156,4.86,0,Thursday
R00586,William Allen,GB,5,2021-07-22,15,94,4.78,1,Thursday
R00586,William Allen,GB,5,2024-03-30,18,62,5.37,2,Saturday
R00586,William Allen,GB,5,2021-01-29,18,55,5.02,2,Friday
R00586,William Allen,GB,5,2023-12-20,19,60,4.25,2,Wednesday
R00586,William Allen,GB,5,2022-03-21,22,93,5.18,4,Monday
R00586,William Allen,GB,5,2022-01-28,23,99,5.11,0,Friday
R00587,Charles Hernandez,GB,3,2024-01-06,11,147,4.13,0,Saturday
R00587,Charles Hernandez,GB,4,2021-01-09,11,205,4.67,0,Saturday
R00587,Charles Hernandez,GB,3,2021-07-22,9,202,4.79,0,Thursday
R00587,Charles Hernandez,GB,3,2022-03-15,14,238,4.85,0,Tuesday
R00587,Charles Hernandez,GB,5,2023-10-30,11,501,5.18,0,Monday
R00587,Charles Hernandez,GB,4,2023-08-31,12,166,4.7,0,Thursday
R00587,Charles Hernandez,GB,3,2023-01-21,13,333,4.71,0,Saturday
R00587,Charles Hernandez,GB,3,2024-04-22,11,330,4.89,0,Monday
R00587,Charles Hernandez,GB,3,2022-01-15,14,226,4.66,0,Saturday
R00587,Charles Hernandez,GB,2,2023-06-20,10,235,4.82,0,Tuesday
R00587,Charles Hernandez,GB,4,2021-08-08,9,271,4.57,0,Sunday
R00587,Charles Hernandez,GB,2,2022-01-06,13,206,4.78,1,Thursday
R00587,Charles Hernandez,GB,4,2022-12-28,12,323,4.56,0,Wednesday
R00588,Anthony Ramirez,IE,2,2022-03-15,13,129,5.36,0,Tuesday
R00588,Anthony Ramirez,IE,2,2023-11-20,10,96,5.09,0,Monday
R00588,Anthony Ramirez,IE,3,2022-04-12,12,142,5.44,0,Tuesday
R00588,Anthony Ramirez,IE,2,2023-04-15,14,164,5.39,0,Saturday
R00588,Anthony Ramirez,IE,3,2021-08-20,13,136,5.11,0,Friday
R00588,Anthony Ramirez,IE,3,2022-10-06,17,20,6.12,0,Thursday
R00588,Anthony Ramirez,IE,3,2021-09-11,13,82,4.83,0,Saturday
R00588,Anthony Ramirez,IE,3,2023-08-13,13,45,5.69,0,Sunday
R00588,Anthony Ramirez,IE,1,2021-08-14,8,94,4.93,0,Saturday
R00588,Anthony Ramirez,IE,4,2023-12-01,13,135,5.6,0,Friday
R00588,Anthony Ramirez,IE,2,2021-10-06,14,152,5.87,0,Wednesday
R00588,Anthony Ramirez,IE,3,2023-10-13,18,134,5.25,0,Friday
R00588,Anthony Ramirez,IE,4,2023-01-10,17,79,5.74,0,Tuesday
R00588,Anthony Ramirez,IE,2,2022-08-14,14,112,5.51,0,Sunday
R00588,Anthony Ramirez,IE,3,2024-02-16,16,93,5.59,0,Friday
R00588,Anthony Ramirez,IE,2,2021-03-25,14,110,5.23,0,Thursday
R00588,Anthony Ramirez,IE,4,2021-06-18,13,121,5.55,0,Friday
R00589,Daniel Young,US,2,2021-08-25,10,266,4.68,0,Wednesday
R00589,Daniel Young,US,2,2023-02-28,7,300,5.19,0,Tuesday
R00589,Daniel Young,US,2,2022-08-04,14,285,4.56,0,Thursday
R00589,Daniel Young,US,3,2023-07-25,11,250,5.62,0,Tuesday
R00589,Daniel Young,US,3,2024-05-14,8,238,4.99,1,Tuesday
R00589,Daniel Young,US,3,2022-10-01,13,336,5.17,1,Saturday
R00589,Daniel Young,US,1,2023-06-29,6,126,4.95,0,Thursday
R00589,Daniel Young,US,2,2022-04-08,11,371,5.03,1,Friday
R00589,Daniel Young,US,2,2024-02-09,9,337,5.22,0,Friday
R00589,Daniel Young,US,1,2023-04-15,10,129,5.21,1,Saturday
R00589,Daniel Young,US,2,2022-08-19,11,187,5.24,1,Friday
R00589,Daniel Young,US,2,2023-05-27,13,204,5.14,0,Saturday
R00589,Daniel Young,US,2,2022-01-22,13,222,5.13,0,Saturday
R00589,Daniel Young,US,4,2021-05-23,15,270,5.19,0,Sunday
R00589,Daniel Young,US,2,2023-09-02,10,300,4.9,0,Saturday
R00590,Carol White,IT,4,2022-01-03,23,40,5.73,1,Monday
R00590,Carol White,IT,4,2021-01-27,18,60,5.86,1,Wednesday
R00590,Carol White,IT,5,2023-10-04,21,22,5.54,1,Wednesday
R00590,Carol White,IT,5,2021-08-04,21,50,5.59,1,Wednesday
R00590,Carol White,IT,5,2023-03-23,20,44,5.07,2,Thursday
R00590,Carol White,IT,5,2023-06-17,19,53,6.25,1,Saturday
R00590,Carol White,IT,5,2023-12-07,18,42,5.47,1,Thursday
R00590,Carol White,IT,5,2024-09-10,19,49,4.91,0,Tuesday
R00590,Carol White,IT,5,2021-06-24,19,53,5.63,2,Thursday
R00590,Carol White,IT,5,2021-09-02,12,34,5.62,1,Thursday
R00590,Carol White,IT,5,2021-10-21,23,70,5.97,1,Thursday
R00590,Carol White,IT,5,2023-03-20,20,45,5.56,0,Monday
R00590,Carol White,IT,5,2023-04-01,23,47,5.79,3,Saturday
R00590,Carol White,IT,5,2024-04-24,23,38,5.66,2,Wednesday
R00590,Carol White,IT,5,2021-07-28,20,63,5.61,0,Wednesday
R00590,Carol White,IT,5,2021-12-12,21,37,5.87,3,Sunday
R00591,Robert White,GB,2,2022-02-12,11,118,3.26,2,Saturday
R00591,Robert White,GB,4,2022-11-25,11,77,3.94,0,Friday
R00591,Robert White,GB,3,2022-02-15,16,95,3.83,2,Tuesday
R00591,Robert White,GB,3,2024-05-03,15,93,3.66,4,Friday
R00591,Robert White,GB,3,2023-04-08,15,96,3.4,3,Saturday
R00591,Robert White,GB,3,2021-09-09,15,70,3.59,1,Thursday
R00591,Robert White,GB,5,2022-04-22,14,95,3.76,1,Friday
R00591,Robert White,GB,4,2023-05-20,14,78,3.68,2,Saturday
R00591,Robert White,GB,5,2023-10-20,14,62,3.78,1,Friday
R00591,Robert White,GB,4,2022-07-25,17,68,4.13,1,Monday
R00591,Robert White,GB,4,2024-04-06,18,104,3.69,3,Saturday
R00591,Robert White,GB,3,2024-04-30,18,80,3.95,3,Tuesday
R00591,Robert White,GB,3,2022-07-14,15,54,3.7,1,Thursday
R00591,Robert White,GB,4,2024-08-11,14,97,3.77,3,Sunday
R00591,Robert White,GB,4,2023-03-31,14,73,4.23,1,Friday
R00591,Robert White,GB,3,2022-12-31,13,85,4.12,1,Saturday
R00591,Robert White,GB,4,2023-09-02,18,45,4.01,1,Saturday
R00591,Robert White,GB,5,2024-05-20,14,82,3.79,0,Monday
R00592,Betty Young,GB,3,2023-11-14,9,272,4.26,3,Tuesday
R00592,Betty Young,GB,3,2022-07-26,14,222,4.75,1,Tuesday
R00592,Betty Young,GB,3,2021-10-29,11,180,4.48,4,Friday
R00592,Betty Young,GB,3,2023-07-21,13,204,4.68,4,Friday
R00592,Betty Young,GB,3,2021-08-10,12,115,4.87,3,Tuesday
R00592,Betty Young,GB,2,2021-09-08,15,149,4.36,1,Wednesday
R00593,Thomas Young,BR,5,2023-10-16,8,204,4.94,0,Monday
R00593,Thomas Young,BR,5,2022-04-18,5,172,4.61,3,Monday
R00593,Thomas Young,BR,3,2024-07-10,8,254,4.76,1,Wednesday
R00593,Thomas Young,BR,5,2021-10-03,4,178,5.37,0,Sunday
R00593,Thomas Young,BR,4,2021-03-02,6,178,4.55,0,Tuesday
R00593,Thomas Young,BR,5,2021-07-23,7,199,4.86,0,Friday
R00593,Thomas Young,BR,3,2021-04-19,4,177,5.23,0,Monday
R00593,Thomas Young,BR,5,2021-05-20,10,173,4.38,0,Thursday
R00594,Ashley Baker,AU,3,2021-02-24,17,33,5.61,0,Wednesday
R00594,Ashley Baker,AU,4,2022-01-02,23,63,5.63,0,Sunday
R00594,Ashley Baker,AU,3,2023-02-23,21,77,6.31,0,Thursday
R00594,Ashley Baker,AU,3,2024-05-23,23,40,6.05,0,Thursday
R00594,Ashley Baker,AU,3,2022-11-01,22,78,5.85,0,Tuesday
R00594,Ashley Baker,AU,4,2021-11-09,21,57,5.52,1,Tuesday
R00594,Ashley Baker,AU,1,2022-09-13,18,72,6.21,0,Tuesday
R00594,Ashley Baker,AU,2,2024-06-27,20,83,5.99,0,Thursday
R00594,Ashley Baker,AU,3,2024-06-30,17,116,6.32,0,Sunday
R00594,Ashley Baker,AU,3,2021-07-17,11,65,5.86,1,Saturday
R00594,Ashley Baker,AU,3,2021-06-06,21,41,6.0,0,Sunday
R00594,Ashley Baker,AU,4,2024-09-15,15,38,5.52,1,Sunday
R00594,Ashley Baker,AU,4,2023-12-01,23,48,6.11,1,Friday
R00594,Ashley Baker,AU,4,2023-10-06,21,52,6.21,0,Friday
R00594,Ashley Baker,AU,2,2023-08-13,23,103,6.09,0,Sunday
R00594,Ashley Baker,AU,3,2022-02-18,23,57,6.08,0,Friday
R00595,Charles Nelson,GB,1,2023-10-17,21,78,4.55,2,Tuesday
R00595,Charles Nelson,GB,1,2023-10-02,16,93,4.59,1,Monday
R00595,Charles Nelson,GB,1,2023-10-31,13,114,4.88,0,Tuesday
R00595,Charles Nelson,GB,1,2022-06-20,19,108,5.04,1,Monday
R00595,Charles Nelson,GB,1,2024-01-16,19,107,4.8,0,Tuesday
R00595,Charles Nelson,GB,1,2022-12-05,15,44,4.72,1,Monday
R00595,Charles Nelson,GB,1,2024-01-13,19,89,4.76,2,Saturday
R00595,Charles Nelson,GB,1,2024-01-25,19,127,4.48,1,Thursday
R00595,Charles Nelson,GB,1,2021-02-06,16,63,4.61,0,Saturday
R00595,Charles Nelson,GB,1,2021-03-06,21,71,5.05,2,Saturday
R00595,Charles Nelson,GB,1,2023-06-01,17,79,4.62,1,Thursday
R00596,Linda Harris,US,4,2023-07-11,19,305,4.5,0,Tuesday
R00596,Linda Harris,US,3,2022-10-07,23,202,5.16,0,Friday
R00596,Linda Harris,US,3,2023-02-10,23,289,4.98,0,Friday
R00596,Linda Harris,US,3,2023-06-26,18,243,4.56,0,Monday
R00596,Linda Harris,US,4,2023-07-31,22,273,5.27,1,Monday
R00596,Linda Harris,US,3,2021-03-15,20,268,4.75,0,Monday
R00596,Linda Harris,US,4,2021-03-09,23,320,5.41,2,Tuesday
R00596,Linda Harris,US,3,2021-12-29,22,284,4.92,0,Wednesday
R00596,Linda Harris,US,4,2024-02-15,22,396,4.65,0,Thursday
R00596,Linda Harris,US,4,2024-09-12,22,202,5.46,0,Thursday
R00597,Sharon Martin,US,4,2021-12-03,15,36,4.94,3,Friday
R00597,Sharon Martin,US,4,2023-10-04,19,41,4.57,5,Wednesday
R00597,Sharon Martin,US,4,2023-06-02,18,44,5.09,2,Friday
R00597,Sharon Martin,US,3,2021-10-03,18,36,4.52,2,Sunday
R00597,Sharon Martin,US,4,2022-10-02,17,36,5.09,3,Sunday
R00597,Sharon Martin,US,4,2023-03-08,17,31,4.69,1,Wednesday
R00597,Sharon Martin,US,3,2023-09-26,17,29,5.41,2,Tuesday
R00597,Sharon Martin,US,4,2021-08-13,19,33,4.94,1,Friday
R00597,Sharon Martin,US,3,2024-03-11,21,41,4.88,1,Monday
R00597,Sharon Martin,US,4,2023-10-02,16,20,4.61,1,Monday
R00597,Sharon Martin,US,4,2024-09-13,14,50,5.08,3,Friday
R00598,Kimberly Baker,US,5,2024-01-10,22,236,4.37,2,Wednesday
R00598,Kimberly Baker,US,5,2024-03-17,23,321,5.6,2,Sunday
R00598,Kimberly Baker,US,5,2023-08-21,23,318,4.88,2,Monday
R00598,Kimberly Baker,US,5,2023-09-02,23,255,5.46,3,Saturday
R00598,Kimberly Baker,US,4,2024-02-26,22,386,4.68,3,Monday
R00598,Kimberly Baker,US,5,2021-11-17,19,246,5.74,3,Wednesday
R00598,Kimberly Baker,US,5,2023-11-04,23,250,5.63,1,Saturday
R00598,Kimberly Baker,US,5,2021-04-25,21,187,5.11,3,Sunday
R00598,Kimberly Baker,US,5,2023-03-13,23,291,5.24,1,Monday
R00599,Thomas Young,US,2,2024-04-25,17,95,5.4,0,Thursday
R00599,Thomas Young,US,2,2023-02-13,19,99,5.16,1,Monday
R00599,Thomas Young,US,3,2024-06-17,16,108,4.88,0,Monday
R00599,Thomas Young,US,2,2022-12-24,16,158,5.35,0,Saturday
R00599,Thomas Young,US,2,2022-08-06,15,83,4.9,1,Saturday
R00599,Thomas Young,US,3,2022-10-19,19,175,5.1,0,Wednesday
R00599,Thomas Young,US,2,2021-05-06,17,120,5.87,1,Thursday
R00599,Thomas Young,US,2,2021-02-27,21,116,5.08,1,Saturday
R00600,Emily Williams,GB,1,2021-09-20,15,27,4.53,3,Monday
R00600,Emily Williams,GB,1,2023-01-21,15,28,3.94,1,Saturday
R00600,Emily Williams,GB,1,2022-12-16,9,51,4.21,0,Friday
R00600,Emily Williams,GB,1,2024-04-10,14,26,4.78,1,Wednesday
R00600,Emily Williams,GB,1,2021-02-25,16,23,4.43,2,Thursday
R00600,Emily Williams,GB,1,2024-07-04,11,30,4.26,2,Thursday
R00600,Emily Williams,GB,1,2022-11-30,15,36,4.62,1,Wednesday
R00600,Emily Williams,GB,1,2023-02-19,12,30,4.74,1,Sunday
R00600,Emily Williams,GB,1,2021-07-19,11,41,4.64,1,Monday
R00600,Emily Williams,GB,1,2023-05-27,15,33,3.85,0,Saturday
R00600,Emily Williams,GB,1,2022-12-08,8,22,4.42,3,Thursday
R00600,Emily Williams,GB,1,2023-01-02,14,23,5.0,4,Monday
R00600,Emily Williams,GB,1,2023-04-24,13,20,4.36,2,Monday
R00600,Emily Williams,GB,1,2022-12-21,11,37,3.93,3,Wednesday
R00601,Patricia Nelson,GB,4,2022-05-16,6,144,5.48,0,Monday
R00601,Patricia Nelson,GB,5,2022-05-23,5,166,5.5,2,Monday
R00601,Patricia Nelson,GB,4,2022-04-26,7,81,5.54,0,Tuesday
R00601,Patricia Nelson,GB,5,2024-08-20,6,134,5.14,3,Tuesday
R00601,Patricia Nelson,GB,5,2022-10-02,8,121,5.5,2,Sunday
R00601,Patricia Nelson,GB,5,2024-04-28,7,142,5.35,2,Sunday
R00601,Patricia Nelson,GB,5,2021-06-23,6,163,5.45,1,Wednesday
R00601,Patricia Nelson,GB,5,2021-05-15,6,97,5.35,2,Saturday
R00601,Patricia Nelson,GB,5,2022-09-17,4,83,5.38,1,Saturday
R00601,Patricia Nelson,GB,5,2021-08-23,6,169,5.12,0,Monday
R00601,Patricia Nelson,GB,5,2022-11-23,5,82,5.56,1,Wednesday
R00601,Patricia Nelson,GB,3,2021-12-14,6,128,5.3,0,Tuesday
R00601,Patricia Nelson,GB,5,2021-02-10,10,45,5.17,1,Wednesday
R00602,Paul Lee,PH,2,2021-03-18,7,102,4.97,0,Thursday
R00602,Paul Lee,PH,3,2023-08-02,7,83,4.92,0,Wednesday
R00602,Paul Lee,PH,4,2024-09-09,15,55,4.73,0,Monday
R00602,Paul Lee,PH,2,2023-05-16,8,79,5.16,0,Tuesday
R00602,Paul Lee,PH,3,2024-03-09,7,89,5.02,0,Saturday
R00602,Paul Lee,PH,3,2023-11-21,12,54,4.61,0,Tuesday
R00602,Paul Lee,PH,3,2023-05-13,4,115,4.48,0,Saturday
R00602,Paul Lee,PH,2,2022-07-01,14,69,5.19,0,Friday
R00602,Paul Lee,PH,2,2021-02-11,10,88,5.04,0,Thursday
R00602,Paul Lee,PH,3,2023-08-20,10,82,5.07,0,Sunday
R00602,Paul Lee,PH,3,2024-04-19,4,110,5.16,0,Friday
R00603,Mary Lee,US,3,2023-02-13,4,308,4.95,2,Monday
R00603,Mary Lee,US,3,2024-03-14,8,214,5.89,0,Thursday
R00603,Mary Lee,US,2,2023-03-11,8,236,5.06,4,Saturday
R00603,Mary Lee,US,2,2022-10-23,10,241,5.29,4,Sunday
R00603,Mary Lee,US,2,2024-03-18,5,321,5.33,4,Monday
R00603,Mary Lee,US,2,2021-07-20,6,384,5.17,6,Tuesday
R00603,Mary Lee,US,2,2023-09-28,6,295,5.38,2,Thursday
R00603,Mary Lee,US,3,2021-07-24,8,173,5.2,5,Saturday
R00603,Mary Lee,US,2,2022-02-26,5,366,5.87,1,Saturday
R00603,Mary Lee,US,2,2022-11-20,7,297,5.08,8,Sunday
R00603,Mary Lee,US,2,2023-10-15,7,282,5.75,2,Sunday
R00603,Mary Lee,US,2,2023-10-27,14,424,5.33,3,Friday
R00603,Mary Lee,US,2,2022-11-27,11,279,4.89,1,Sunday
R00603,Mary Lee,US,3,2021-12-08,0,282,5.28,0,Wednesday
R00603,Mary Lee,US,2,2024-06-13,8,194,5.27,0,Thursday
R00604,Karen White,IN,2,2023-06-12,3,111,5.2,1,Monday
R00604,Karen White,IN,3,2022-02-18,6,160,5.25,2,Friday
R00604,Karen White,IN,2,2023-10-15,8,147,5.09,1,Sunday
R00604,Karen White,IN,2,2024-07-25,8,201,5.16,0,Thursday
R00604,Karen White,IN,2,2021-06-04,4,158,4.75,0,Friday
R00604,Karen White,IN,3,2024-01-03,9,181,5.24,1,Wednesday
R00604,Karen White,IN,1,2022-03-15,7,173,4.94,0,Tuesday
R00604,Karen White,IN,2,2022-08-12,7,139,5.01,1,Friday
R00604,Karen White,IN,2,2022-06-28,7,214,5.12,2,Tuesday
R00604,Karen White,IN,2,2021-04-08,8,121,5.52,0,Thursday
R00604,Karen White,IN,3,2022-09-01,6,126,5.57,0,Thursday
R00605,Joshua Sanchez,CA,3,2022-04-08,11,41,4.89,1,Friday
R00605,Joshua Sanchez,CA,3,2024-07-03,7,20,4.7,1,Wednesday
R00605,Joshua Sanchez,CA,3,2021-07-08,5,27,4.89,1,Thursday
R00605,Joshua Sanchez,CA,3,2024-03-30,11,21,4.83,1,Saturday
R00605,Joshua Sanchez,CA,3,2021-07-14,11,40,4.73,0,Wednesday
R00605,Joshua Sanchez,CA,3,2024-04-27,8,37,4.46,1,Saturday
R00605,Joshua Sanchez,CA,3,2022-11-21,12,30,4.89,1,Monday
R00605,Joshua Sanchez,CA,3,2022-07-14,9,20,4.21,2,Thursday
R00605,Joshua Sanchez,CA,3,2021-05-18,14,21,4.51,1,Tuesday
R00605,Joshua Sanchez,CA,3,2024-03-06,9,29,4.11,0,Wednesday
R00605,Joshua Sanchez,CA,3,2023-12-24,11,24,4.2,3,Sunday
R00605,Joshua Sanchez,CA,3,2023-09-01,7,38,5.23,1,Friday
R00605,Joshua Sanchez,CA,3,2023-05-25,11,28,4.41,1,Thursday
R00605,Joshua Sanchez,CA,4,2022-03-06,8,32,4.49,0,Sunday
R00606,Matthew Jones,US,2,2024-08-27,17,204,4.22,2,Tuesday
R00606,Matthew Jones,US,2,2022-09-11,9,109,3.89,0,Sunday
R00606,Matthew Jones,US,1,2023-10-31,8,115,3.92,3,Tuesday
R00606,Matthew Jones,US,2,2022-09-07,15,178,3.96,2,Wednesday
R00606,Matthew Jones,US,1,2023-06-06,12,89,4.15,1,Tuesday
R00606,Matthew Jones,US,2,2024-01-11,14,96,4.11,1,Thursday
R00606,Matthew Jones,US,2,2022-10-04,14,180,4.35,0,Tuesday
R00606,Matthew Jones,US,1,2022-02-14,15,88,4.76,2,Monday
R00607,Mark Sanchez,GB,3,2022-05-30,16,45,3.66,0,Monday
R00607,Mark Sanchez,GB,3,2024-07-03,9,42,3.86,1,Wednesday
R00607,Mark Sanchez,GB,3,2023-11-22,20,48,4.27,1,Wednesday
R00607,Mark Sanchez,GB,3,2023-07-18,13,24,3.97,0,Tuesday
R00607,Mark Sanchez,GB,3,2024-01-27,15,46,4.07,0,Saturday
R00607,Mark Sanchez,GB,3,2022-01-05,23,29,3.78,1,Wednesday
R00607,Mark Sanchez,GB,3,2021-02-08,14,33,3.89,1,Monday
R00607,Mark Sanchez,GB,3,2024-07-09,21,56,4.21,2,Tuesday
R00607,Mark Sanchez,GB,3,2023-11-24,9,40,4.21,3,Friday
R00607,Mark Sanchez,GB,3,2022-01-18,13,43,3.84,1,Tuesday
R00607,Mark Sanchez,GB,3,2024-03-27,18,42,4.12,0,Wednesday
R00607,Mark Sanchez,GB,3,2023-10-20,15,60,3.55,1,Friday
R00607,Mark Sanchez,GB,3,2022-03-13,12,47,3.62,0,Sunday
R00607,Mark Sanchez,GB,3,2024-09-15,7,40,3.15,0,Sunday
R00607,Mark Sanchez,GB,3,2023-08-16,20,40,3.96,2,Wednesday
R00607,Mark Sanchez,GB,3,2022-07-03,19,20,3.54,0,Sunday
R00607,Mark Sanchez,GB,3,2024-07-30,18,46,4.43,2,Tuesday
R00608,Paul Flores,GB,4,2023-06-08,15,445,5.32,0,Thursday
R00608,Paul Flores,GB,4,2024-03-05,13,390,5.02,1,Tuesday
R00608,Paul Flores,GB,3,2024-07-07,17,466,5.78,0,Sunday
R00608,Paul Flores,GB,3,2021-05-03,16,320,5.4,0,Monday
R00608,Paul Flores,GB,3,2023-12-06,16,684,5.94,0,Wednesday
R00608,Paul Flores,GB,3,2022-02-15,16,237,5.28,0,Tuesday
R00608,Paul Flores,GB,4,2023-01-17,18,977,6.17,0,Tuesday
R00608,Paul Flores,GB,4,2023-08-06,18,666,5.86,0,Sunday
R00608,Paul Flores,GB,4,2021-10-30,14,567,5.79,0,Saturday
R00609,Jessica Martinez,US,3,2022-09-07,18,231,5.3,1,Wednesday
R00609,Jessica Martinez,US,2,2023-06-11,17,333,4.58,0,Sunday
R00609,Jessica Martinez,US,3,2023-04-21,14,283,4.9,1,Friday
R00609,Jessica Martinez,US,3,2022-10-15,18,178,5.2,0,Saturday
R00609,Jessica Martinez,US,3,2021-05-12,17,234,4.45,2,Wednesday
R00609,Jessica Martinez,US,3,2024-07-22,17,282,4.9,0,Monday
R00609,Jessica Martinez,US,3,2022-02-21,21,218,4.65,1,Monday
R00610,Jeffrey Clark,US,5,2022-07-01,4,174,5.37,3,Friday
R00610,Jeffrey Clark,US,5,2022-08-11,6,130,5.31,2,Thursday
R00610,Jeffrey Clark,US,5,2024-08-16,7,168,6.19,1,Friday
R00610,Jeffrey Clark,US,4,2021-11-25,6,206,5.41,0,Thursday
R00610,Jeffrey Clark,US,5,2022-06-10,6,222,5.69,0,Friday
R00610,Jeffrey Clark,US,4,2024-05-16,7,170,5.18,1,Thursday
R00610,Jeffrey Clark,US,5,2022-04-29,5,210,5.67,1,Friday
R00610,Jeffrey Clark,US,4,2023-04-12,7,196,5.32,1,Wednesday
R00610,Jeffrey Clark,US,5,2022-05-04,6,120,5.05,1,Wednesday
R00610,Jeffrey Clark,US,5,2021-08-21,6,202,5.31,1,Saturday
R00610,Jeffrey Clark,US,5,2021-11-04,6,163,5.97,1,Thursday
R00610,Jeffrey Clark,US,5,2022-01-29,4,174,5.29,2,Saturday
R00610,Jeffrey Clark,US,5,2021-02-26,7,131,5.5,1,Friday
R00611,Jessica Martin,US,3,2023-08-09,13,209,4.12,0,Wednesday
R00611,Jessica Martin,US,3,2023-09-22,12,138,5.17,0,Friday
R00611,Jessica Martin,US,3,2024-02-21,14,175,5.32,1,Wednesday
R00611,Jessica Martin,US,3,2023-06-13,16,157,4.14,2,Tuesday
R00611,Jessica Martin,US,3,2023-05-15,14,250,4.33,1,Monday
R00611,Jessica Martin,US,3,2024-08-17,13,223,4.68,1,Saturday
R00611,Jessica Martin,US,3,2021-03-17,12,242,4.63,1,Wednesday
R00611,Jessica Martin,US,3,2022-02-18,14,195,4.98,0,Friday
R00611,Jessica Martin,US,3,2021-11-23,14,168,4.9,1,Tuesday
R00611,Jessica Martin,US,3,2022-07-13,16,104,4.32,0,Wednesday
R00611,Jessica Martin,US,3,2021-10-07,11,111,4.6,0,Thursday
R00611,Jessica Martin,US,3,2021-03-01,15,135,4.32,0,Monday
R00612,Thomas Moore,US,2,2024-09-10,8,174,4.7,1,Tuesday
R00612,Thomas Moore,US,2,2024-02-02,4,108,4.58,1,Friday
R00612,Thomas Moore,US,5,2021-12-27,5,98,4.37,3,Monday
R00612,Thomas Moore,US,4,2024-08-12,10,113,4.82,0,Monday
R00612,Thomas Moore,US,5,2021-03-28,9,39,5.01,0,Sunday
R00612,Thomas Moore,US,4,2023-09-23,2,151,4.23,1,Saturday
R00612,Thomas Moore,US,2,2021-02-10,8,67,4.07,3,Wednesday
R00612,Thomas Moore,US,3,2021-04-24,8,100,4.72,0,Saturday
R00612,Thomas Moore,US,2,2021-06-21,9,128,3.91,1,Monday
R00612,Thomas Moore,US,5,2022-10-05,8,106,4.63,1,Wednesday
R00613,Kenneth Martin,US,5,2021-05-11,9,188,3.7,3,Tuesday
R00613,Kenneth Martin,US,5,2023-04-14,12,171,3.68,0,Friday
R00613,Kenneth Martin,US,5,2023-01-15,10,210,3.18,0,Sunday
R00613,Kenneth Martin,US,5,2024-09-08,13,224,3.39,0,Sunday
R00613,Kenneth Martin,US,5,2021-07-04,15,258,3.92,1,Sunday
R00613,Kenneth Martin,US,5,2023-03-24,14,232,3.42,0,Friday
R00613,Kenneth Martin,US,5,2021-10-15,10,183,3.66,1,Friday
R00613,Kenneth Martin,US,5,2022-04-29,11,295,3.72,1,Friday
R00613,Kenneth Martin,US,5,2021-08-18,8,204,3.5,1,Wednesday
R00613,Kenneth Martin,US,5,2024-03-15,9,174,3.29,1,Friday
R00614,Melissa Allen,GB,4,2021-09-05,9,68,5.6,1,Sunday
R00614,Melissa Allen,GB,3,2023-12-05,7,51,5.53,0,Tuesday
R00614,Melissa Allen,GB,4,2024-04-03,11,100,5.39,0,Wednesday
R00614,Melissa Allen,GB,4,2023-12-12,12,91,5.47,0,Tuesday
R00614,Melissa Allen,GB,4,2022-05-31,10,74,6.1,0,Tuesday
R00614,Melissa Allen,GB,4,2023-10-14,8,112,5.73,0,Saturday
R00614,Melissa Allen,GB,4,2021-07-04,10,106,6.06,0,Sunday
R00614,Melissa Allen,GB,4,2022-05-03,8,50,5.2,0,Tuesday
R00614,Melissa Allen,GB,4,2024-05-13,11,49,5.62,0,Monday
R00614,Melissa Allen,GB,3,2021-09-08,7,106,4.84,0,Wednesday
R00614,Melissa Allen,GB,4,2022-10-04,11,97,5.83,0,Tuesday
R00614,Melissa Allen,GB,3,2022-11-06,8,103,6.06,1,Sunday
R00614,Melissa Allen,GB,3,2024-04-11,6,106,5.61,0,Thursday
R00615,Melissa Harris,US,4,2022-04-29,17,257,5.59,1,Friday
